"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2021,202101,212514,2021001278848,7332.0,2021002125141,372806,1,2,5460.0,1,0,2,65,1,1,100,0,0,7,71,1,10,0,1,11
2021,202101,212514,2021001278848,7332.0,2021002125141,372806,1,3,7176.0,0,0,1,25,6,1,100,0,0,7,71,1,10,0,1,11
2021,202101,212670,2021001280456,9516.0,2021002126701,372706,1,1,9516.0,0,0,2,33,6,1,100,0,0,10,101,1,10,65000,1,11
2021,202101,212826,2021001282064,6552.0,2021002128261,750606,1,1,6708.0,1,1,1,38,1,1,100,0,0,11,115,1,10,627000,1,11
2021,202101,212826,2021001282064,6552.0,2021002128261,750606,1,2,6240.0,1,1,2,41,1,6,620,0,0,11,115,1,10,324000,1,11
2021,202101,212982,2021001283640,19344.0,2021002129821,850606,1,1,19188.0,2,0,2,51,3,8,826,1,100,3,30,1,10,30200,1,11
2021,202101,212982,2021001283640,19344.0,2021002129821,850606,1,2,23400.0,5,1,2,30,6,8,826,1,100,6,64,1,10,80,1,11
2021,202101,212982,2021001283640,19344.0,2021002129821,850606,1,3,22464.0,0,0,2,29,6,8,826,1,100,6,63,1,10,35000,1,11
2021,202101,213294,2021001286976,11700.0,2021002132941,190606,1,1,11856.0,1,0,1,49,4,1,100,0,0,10,101,1,10,81000,1,11
2021,202101,213450,2021001288505,7020.0,2021002134501,371006,1,2,9672.0,0,0,1,52,6,8,826,1,100,6,63,1,10,1600,1,11
2021,202101,213606,2021001290028,32448.0,2021002136061,230006,1,1,32448.0,0,0,1,21,6,1,100,0,0,7,71,1,10,2200,1,11
2021,202101,214230,2021001296587,12168.0,2021002142301,375606,1,1,12168.0,0,0,2,33,6,7,700,1,100,10,101,1,10,61000,1,11
2021,202101,214542,2021001299692,19032.0,2021002145421,590706,1,1,19032.0,0,0,1,60,1,1,100,0,0,7,71,1,10,0,1,11
2021,202101,214542,2021001299692,19032.0,2021002145421,590706,1,2,22620.0,0,0,1,51,1,7,700,4,412,6,63,1,10,17000,1,11
2021,202101,214698,2021001301213,15600.0,2021002146981,372406,1,1,15444.0,2,0,2,40,1,1,100,0,0,11,116,1,10,170000,1,11
2021,202101,214698,2021001301213,15600.0,2021002146981,372406,1,2,17940.0,2,0,1,42,1,1,100,0,0,11,114,1,10,250000,1,11
2021,202101,215010,2021001304867,7956.0,2021002150101,372106,1,3,7956.0,0,0,1,51,3,7,700,4,412,6,63,1,10,45000,1,11
2021,202101,215010,2021001304867,7956.0,2021002150101,372106,1,4,8580.0,0,0,1,23,6,7,700,4,412,6,63,1,10,35000,1,11
2021,202101,215478,2021001309729,11856.0,2021002154781,1110206,1,1,12012.0,0,0,1,28,6,6,640,0,0,10,101,1,10,103000,1,11
2021,202101,215478,2021001309729,11856.0,2021002154781,1110206,1,3,22620.0,0,0,1,51,6,7,700,4,416,6,61,1,10,59000,1,11
2021,202101,215790,2021001312830,9672.0,2021002157901,371806,1,2,9984.0,0,0,2,38,6,8,845,1,100,10,101,1,10,66000,1,11
2021,202101,216102,2021001315942,14508.0,2021002161021,570006,1,2,13728.0,0,0,1,57,1,1,100,0,0,10,101,1,10,160000,1,11
2021,202101,216414,2021001319344,10452.0,2021002164141,750206,1,1,10452.0,0,0,1,30,1,1,100,0,0,11,114,1,10,30000,1,11
2021,202101,216414,2021001319344,10452.0,2021002164141,750206,1,2,9204.0,0,0,2,28,1,1,100,0,0,10,101,1,10,68000,1,11
2021,202101,216570,2021001320868,12324.0,2021002165701,370506,1,1,12324.0,1,0,1,64,1,8,826,3,300,10,101,1,10,0,1,11
2021,202101,216570,2021001320868,12324.0,2021002165701,370506,1,2,7800.0,1,0,2,62,1,1,100,0,0,10,101,1,10,12000,1,11
2021,202101,216726,2021001322560,7956.0,2021002167261,590106,1,1,7956.0,0,0,2,46,6,1,100,0,0,10,101,1,10,210000,1,11
2021,202101,216882,2021001324123,11700.0,2021002168821,850906,1,1,11856.0,1,0,1,40,6,7,700,1,100,10,101,1,10,80000,1,11
2021,202101,216882,2021001324123,11700.0,2021002168821,850906,1,2,9828.0,1,0,2,41,6,7,700,4,426,7,71,1,10,20000,1,11
2021,202101,217350,2021001328775,6708.0,2021002173501,550006,1,2,6864.0,1,0,1,49,1,1,100,0,0,6,64,1,10,0,1,11
2021,202101,217506,2021001330733,27612.0,2021002175061,870106,1,2,14040.0,2,1,2,30,6,8,837,0,0,6,63,1,10,34000,1,11
2021,202101,217662,2021001332454,7176.0,2021002176621,130206,1,1,7176.0,0,0,2,34,6,4,400,0,0,11,114,1,10,68000,1,11
2021,202101,217818,2021001334177,46332.0,2021002178181,830106,1,1,46332.0,0,0,1,23,6,7,700,1,100,8,81,1,10,25000,1,11
2021,202101,217818,2021001334177,46332.0,2021002178181,830106,1,3,19344.0,2,0,1,51,3,7,700,1,100,6,63,1,10,36000,1,11
2021,202101,217818,2021001334177,46332.0,2021002178181,830106,1,4,27456.0,0,0,2,50,6,7,700,1,100,6,63,1,10,36000,1,11
2021,202101,217974,2021001335753,31356.0,2021002179741,950306,1,1,31356.0,3,1,2,35,1,1,100,0,0,6,63,1,10,50000,1,11
2021,202101,217974,2021001335753,31356.0,2021002179741,950306,1,2,31824.0,3,1,1,32,1,1,100,0,0,6,63,1,10,90000,1,11
2021,202101,218286,2021001338888,8268.0,2021002182861,371806,1,1,8112.0,0,0,1,58,6,1,100,0,0,10,101,1,10,150000,1,11
2021,202101,218754,2021001343542,12168.0,2021002187541,290106,1,1,12168.0,2,0,2,36,6,7,700,1,100,6,63,1,10,29800,1,11
2021,202101,218910,2021001345357,18564.0,2021002189101,671106,1,2,17316.0,0,0,2,53,4,1,100,0,0,7,71,1,10,49000,1,11
2021,202101,219066,2021001346882,12324.0,2021002190661,370106,1,2,15444.0,3,0,1,51,1,2,200,0,0,7,71,1,10,225000,1,11
2021,202101,219222,2021001348645,9828.0,2021002192221,591706,1,2,9360.0,1,0,2,62,1,6,600,1,100,10,101,1,10,60000,1,11
2021,202101,219378,2021001350263,9828.0,2021002193781,10106,1,1,9828.0,2,0,1,39,1,1,100,0,0,7,71,1,10,0,1,11
2021,202101,219378,2021001350263,9828.0,2021002193781,10106,1,2,8112.0,2,0,2,40,1,7,700,4,416,8,81,1,10,24000,1,11
2021,202101,219690,2021001353449,15912.0,2021002196901,970306,1,2,17160.0,1,0,1,39,1,6,600,0,0,6,63,1,10,24000,1,11
2021,202101,219846,2021001354821,10296.0,2021002198461,376306,1,1,10296.0,0,0,2,23,4,6,610,0,0,10,101,1,10,19000,1,11
2021,202101,219846,2021001354821,10296.0,2021002198461,376306,1,2,13572.0,0,0,1,26,6,7,700,1,100,7,71,1,10,0,1,11
2021,202101,220002,2021001356475,9360.0,2021002200021,370506,1,1,9360.0,2,0,2,56,1,6,600,0,0,11,115,1,10,230000,1,11
2021,202101,220002,2021001356475,9360.0,2021002200021,370506,1,2,10140.0,2,0,1,55,1,4,400,0,0,11,114,1,10,230000,1,11
2021,202101,220002,2021001356475,9360.0,2021002200021,370506,1,5,9828.0,0,0,2,59,4,6,600,0,0,11,115,1,10,135000,1,11
2021,202101,220002,2021001356475,9360.0,2021002200021,370506,1,6,10764.0,0,0,1,62,4,6,600,0,0,8,81,1,10,40000,1,11
2021,202101,220002,2021001356475,9360.0,2021002200021,370506,1,7,12168.0,0,0,2,32,6,6,600,0,0,10,101,1,10,23000,1,11
2021,202101,220314,2021001359884,31044.0,2021002203141,732106,1,1,30888.0,1,0,1,45,2,3,374,1,100,4,40,1,10,360000,1,11
2021,202101,220314,2021001359884,31044.0,2021002203141,732106,1,2,29640.0,0,0,2,23,6,3,374,1,100,7,71,1,10,45000,1,11
2021,202101,220314,2021001359884,31044.0,2021002203141,732106,1,3,34008.0,0,0,2,42,6,3,374,1,100,4,40,1,10,55000,1,11
2021,202101,220470,2021001361401,8424.0,2021002204701,1130006,1,1,8268.0,2,0,1,61,1,1,100,0,0,10,101,1,10,74000,2,20
2021,202101,220470,2021001361401,8424.0,2021002204701,1130006,1,3,15756.0,0,0,2,22,6,1,100,0,0,10,101,1,12,2700,1,11
2021,202101,220470,2021001361401,8424.0,2021002204701,1130006,1,4,10140.0,0,0,1,19,6,1,100,0,0,6,63,1,10,540,1,11
2021,202101,220626,2021001363178,36504.0,2021002206261,10406,1,1,36660.0,1,0,2,52,4,7,700,4,412,6,64,1,10,40000,1,11
2021,202101,220626,2021001363178,36504.0,2021002206261,10406,1,2,52572.0,0,0,1,39,6,7,700,4,412,7,71,1,10,7700,1,11
2021,202101,220782,2021001364957,6396.0,2021002207821,374706,1,2,7020.0,0,0,1,53,6,2,200,0,0,6,61,1,10,19200,1,11
2021,202101,220938,2021001366644,10608.0,2021002209381,671006,1,1,10608.0,0,0,1,64,1,1,100,0,0,11,114,1,10,100000,1,11
2021,202101,221094,2021001368383,16692.0,2021002210941,650806,1,1,16692.0,1,0,2,50,1,7,700,1,100,3,30,1,10,36200,1,11
2021,202101,221250,2021001370040,8268.0,2021002212501,371306,1,1,8268.0,3,0,2,43,4,8,826,4,424,10,101,1,10,70000,1,11
2021,202101,221250,2021001370040,8268.0,2021002212501,371306,1,2,9048.0,0,0,1,24,6,8,826,4,424,7,71,1,10,25000,1,11
2021,202101,221562,2021001373436,14664.0,2021002215621,730806,1,1,14664.0,0,0,1,59,1,1,100,0,0,11,114,1,10,73000,2,20
2021,202101,221562,2021001373436,14664.0,2021002215621,730806,1,2,10452.0,0,0,2,58,1,6,600,0,0,10,101,1,10,120000,1,11
2021,202101,221718,2021001375091,9516.0,2021002217181,372106,1,1,9672.0,0,0,1,44,6,2,200,0,0,11,114,1,10,100000,1,11
2021,202101,222030,2021001378269,12168.0,2021002220301,570006,1,1,12168.0,0,0,1,38,1,8,826,2,200,6,65,1,10,22000,1,11
2021,202101,222030,2021001378269,12168.0,2021002220301,570006,1,2,12948.0,0,0,2,38,1,1,100,0,0,7,71,1,10,25000,1,11
2021,202101,222186,2021001379772,9204.0,2021002221861,711506,1,1,9204.0,2,0,1,34,1,7,700,1,100,7,71,1,10,80000,1,11
2021,202101,222186,2021001379772,9204.0,2021002221861,711506,1,2,8424.0,2,0,2,34,1,7,700,1,100,6,65,1,10,8000,1,11
2021,202101,222498,2021001383116,20124.0,2021002224981,130906,1,3,27300.0,0,0,2,22,6,1,100,0,0,7,71,1,10,15000,1,11
2021,202101,222654,2021001384637,16068.0,2021002226541,130106,1,1,16068.0,0,0,2,26,6,7,700,1,100,7,71,1,10,39100,1,11
2021,202101,222810,2021001386296,15912.0,2021002228101,376506,1,1,16068.0,2,2,2,27,6,2,200,4,413,10,101,1,12,37400,1,11
2021,202101,222810,2021001386296,15912.0,2021002228101,376506,1,2,18252.0,2,2,1,28,6,2,200,4,450,10,101,1,10,30000,1,11
2021,202101,223122,2021001389248,11076.0,2021002231221,130306,1,1,11076.0,2,0,1,64,1,6,600,0,0,7,71,1,10,85000,1,11
2021,202101,223278,2021001391001,11700.0,2021002232781,890006,1,1,11700.0,1,1,2,21,6,1,100,1,100,7,71,1,10,54000,1,11
2021,202101,223278,2021001391001,11700.0,2021002232781,890006,1,2,9048.0,1,1,1,25,6,7,700,1,100,6,64,1,10,20000,1,11
2021,202101,223590,2021001394181,7176.0,2021002235901,375806,1,3,9360.0,0,0,1,34,6,5,500,0,0,10,101,1,10,58000,1,11
2021,202101,223746,2021001395890,8580.0,2021002237461,371106,1,1,8580.0,3,0,1,46,4,8,826,1,100,6,63,1,10,70000,1,11
2021,202101,223746,2021001395890,8580.0,2021002237461,371106,1,2,8580.0,0,0,2,28,6,7,700,1,100,8,81,1,10,4900,1,11
2021,202101,223746,2021001395890,8580.0,2021002237461,371106,1,3,8580.0,0,0,2,23,6,7,700,1,100,6,65,1,10,20800,1,11
2021,202101,223746,2021001395890,8580.0,2021002237461,371106,1,4,6864.0,0,0,1,18,6,7,700,1,100,6,63,1,10,25000,1,11
2021,202101,223902,2021001397801,13104.0,2021002239021,810506,1,2,13104.0,1,1,1,44,1,9,905,0,0,10,101,1,10,110000,1,11
2021,202101,224058,2021001399634,56316.0,2021002240581,591706,1,1,56160.0,0,0,2,54,1,1,100,0,0,7,71,1,10,140000,1,11
2021,202101,224370,2021001403157,8580.0,2021002243701,670806,1,1,8424.0,1,0,1,53,1,1,100,0,0,6,63,1,10,103000,1,11
2021,202101,224526,2021001404520,22464.0,2021002245261,591706,1,1,22464.0,2,0,2,44,6,3,399,1,100,5,50,1,10,59000,1,11
2021,202101,224526,2021001404520,22464.0,2021002245261,591706,1,2,22776.0,0,0,2,20,6,3,399,1,100,7,71,1,10,6000,1,11
2021,202101,224682,2021001406223,7800.0,2021002246821,373306,1,1,7800.0,2,0,2,50,4,8,826,4,416,0,2,1,10,30000,1,11
2021,202101,224682,2021001406223,7800.0,2021002246821,373306,1,2,10140.0,2,0,1,55,4,8,826,4,412,0,2,1,10,12000,1,11
2021,202101,224682,2021001406223,7800.0,2021002246821,373306,1,3,9360.0,0,0,2,24,6,8,826,4,416,11,114,1,10,26000,1,11
2021,202101,224994,2021001409597,11388.0,2021002249941,810306,1,1,11388.0,1,0,1,61,1,4,410,0,0,11,114,1,10,130000,1,11
2021,202101,224994,2021001409597,11388.0,2021002249941,810306,1,3,14820.0,0,0,1,28,6,4,410,0,0,10,101,1,10,150000,1,11
2021,202101,225150,2021001411060,79872.0,2021002251501,650106,1,1,79872.0,4,0,1,43,6,7,700,1,100,7,71,1,10,50000,1,11
2021,202101,225150,2021001411060,79872.0,2021002251501,650106,1,2,75036.0,4,0,2,39,6,7,700,1,100,7,71,1,10,40000,1,11
2021,202101,225774,2021010013543,7332.0,2021002257741,410108,4,1,7332.0,0,0,1,26,4,1,100,0,0,6,63,1,14,28000,1,12
2021,202101,226242,2021010046354,6240.0,2021002262421,410108,4,1,6240.0,0,0,1,22,6,1,100,0,0,7,71,1,14,14200,1,12
2021,202101,226710,2021010079528,7176.0,2021002267101,410108,4,1,7176.0,0,0,1,21,6,1,100,0,0,7,71,1,14,14200,1,12
2021,202101,226866,2021010090660,3588.0,2021002268661,81108,4,1,3588.0,0,0,2,43,2,1,100,0,0,6,65,1,10,6100,1,11
2021,202101,227334,2021010126259,7956.0,2021002273341,410108,4,1,7956.0,0,0,2,20,6,4,400,0,0,7,71,1,14,13500,1,12
2021,202101,227490,2021010138380,11388.0,2021002274901,90008,4,1,11388.0,0,0,2,19,6,1,100,0,0,7,71,1,10,15000,1,11
2021,202101,228114,2021000019930,9984.0,2021002281141,80608,1,2,12636.0,1,1,1,24,1,1,100,4,424,6,61,1,10,21000,1,11
2021,202101,228270,2021000029192,6084.0,2021002282701,81708,1,2,3744.0,0,0,1,64,1,8,826,1,100,7,71,1,10,92000,1,11
2021,202101,228426,2021000037924,7332.0,2021002284261,80208,1,1,7332.0,0,0,1,28,6,8,811,4,460,10,101,1,10,58000,1,11
2021,202101,228738,2021000055251,17940.0,2021002287381,81208,1,1,17940.0,2,0,1,42,1,1,100,0,0,10,101,1,10,105000,1,11
2021,202101,229050,2021000075227,12636.0,2021002290501,80308,1,1,12636.0,0,0,2,31,6,1,100,0,0,10,101,1,10,40400,1,11
2021,202101,229206,2021000083671,13416.0,2021002292061,100208,1,1,13416.0,0,0,2,63,1,1,100,0,0,7,71,1,10,23000,1,11
2021,202101,229206,2021000083671,13416.0,2021002292061,100208,1,2,13260.0,0,0,1,65,1,1,100,0,0,6,63,1,10,50000,1,11
2021,202101,229518,2021000105126,8892.0,2021002295181,82008,1,1,8892.0,0,0,2,61,5,1,100,0,0,7,71,1,10,90000,1,11
2021,202101,229674,2021000113419,17472.0,2021002296741,81508,1,1,17472.0,0,0,2,31,6,1,100,0,0,10,101,1,10,73000,1,11
2021,202101,229830,2021000121923,6240.0,2021002298301,80008,1,1,6240.0,0,0,2,63,1,8,826,4,450,6,63,1,10,41200,1,11
2021,202101,229986,2021000131133,8892.0,2021002299861,82108,1,1,8736.0,2,0,1,56,1,1,100,0,0,11,114,1,10,200000,1,11
2021,202101,229986,2021000131133,8892.0,2021002299861,82108,1,2,10296.0,2,0,2,48,1,1,100,0,0,10,101,1,10,85000,1,11
2021,202101,229986,2021000131133,8892.0,2021002299861,82108,1,4,9360.0,0,0,1,18,6,1,100,0,0,5,50,1,10,4100,1,11
2021,202101,230142,2021000140739,15756.0,2021002301421,80208,1,1,15912.0,2,2,1,40,1,2,200,0,0,11,116,1,10,120000,1,11
2021,202101,230142,2021000140739,15756.0,2021002301421,80208,1,2,11232.0,2,2,2,40,1,2,200,0,0,11,115,1,12,20000,1,11
2021,202101,230298,2021000150510,68328.0,2021002302981,80508,1,1,68328.0,0,0,1,38,1,1,100,0,0,10,101,1,10,50000,1,11
2021,202101,230298,2021000150510,68328.0,2021002302981,80508,1,2,54912.0,0,0,1,30,1,1,100,0,0,10,101,1,10,50000,1,11
2021,202101,230766,2021000179646,4836.0,2021002307661,82208,1,1,4680.0,0,0,2,59,4,1,100,0,0,10,101,1,10,140000,1,11
2021,202101,230922,2021000189548,16380.0,2021002309221,410208,1,1,16380.0,0,0,2,32,4,1,100,0,0,6,65,1,10,45000,1,11
2021,202101,231234,2021000209179,9828.0,2021002312341,80408,1,1,9828.0,2,0,1,51,1,1,100,0,0,11,114,1,10,89000,1,11
2021,202101,231234,2021000209179,9828.0,2021002312341,80408,1,4,11856.0,0,0,2,22,6,1,100,0,0,7,71,1,10,1200,1,11
2021,202101,231390,2021000219040,12636.0,2021002313901,80108,1,1,12636.0,1,1,1,27,6,1,100,0,0,6,65,1,10,57000,1,11
2021,202101,231390,2021000219040,12636.0,2021002313901,80108,1,2,10296.0,1,1,2,22,6,1,100,0,0,7,71,1,10,8000,1,11
2021,202101,231546,2021000228819,45864.0,2021002315461,81008,1,1,45708.0,0,0,2,30,6,8,801,0,0,10,101,1,10,72000,1,11
2021,202101,231858,2021000248346,9828.0,2021002318581,20008,1,1,9984.0,2,0,1,43,1,1,100,0,0,11,114,1,10,52000,1,11
2021,202101,231858,2021000248346,9828.0,2021002318581,20008,1,2,12324.0,2,0,2,42,1,1,100,0,0,11,114,1,10,100000,1,11
2021,202101,232014,2021000256550,8268.0,2021002320141,80308,1,1,8268.0,0,0,2,23,6,1,100,0,0,10,101,1,10,25000,1,11
2021,202101,232014,2021000256550,8268.0,2021002320141,80308,1,2,7800.0,0,0,1,24,6,1,100,0,0,10,101,1,10,25000,1,11
2021,202101,232014,2021000256550,8268.0,2021002320141,80308,1,3,7800.0,0,0,1,23,6,1,100,0,0,10,101,1,10,26500,1,11
2021,202101,232014,2021000256550,8268.0,2021002320141,80308,1,4,8736.0,0,0,2,23,6,1,100,0,0,10,101,1,10,12000,1,11
2021,202101,232170,2021000265705,17316.0,2021002321701,60008,1,1,17316.0,0,0,1,58,1,1,100,0,0,5,50,1,10,26000,1,11
2021,202101,232170,2021000265705,17316.0,2021002321701,60008,1,2,19188.0,0,0,2,57,1,1,100,0,0,6,64,1,10,22000,1,11
2021,202101,232482,2021000283493,17316.0,2021002324821,80408,1,1,17316.0,0,0,2,26,1,4,400,0,0,11,114,1,10,90000,1,11
2021,202101,232482,2021000283493,17316.0,2021002324821,80408,1,2,30888.0,0,0,1,31,1,4,400,0,0,11,114,1,10,115000,1,11
2021,202101,232638,2021000293011,14352.0,2021002326381,82308,1,1,14196.0,2,0,2,42,1,1,100,0,0,7,71,1,10,106000,1,11
2021,202101,232638,2021000293011,14352.0,2021002326381,82308,1,2,15444.0,2,0,1,42,1,1,100,0,0,6,65,1,10,98000,1,11
2021,202101,232638,2021000293011,14352.0,2021002326381,82308,1,3,28236.0,0,0,2,18,6,1,100,0,0,6,64,1,12,18900,1,11
2021,202101,233262,2021000332441,7956.0,2021002332621,80508,1,1,7800.0,1,1,2,19,6,7,700,1,100,6,63,1,10,10000,1,11
2021,202101,233574,2021000349331,4836.0,2021002335741,80308,1,1,4836.0,0,0,1,60,6,1,100,0,0,6,64,1,10,8000,1,11
2021,202101,233730,2021000359115,9828.0,2021002337301,80508,1,1,9672.0,2,1,2,38,1,1,100,0,0,10,101,1,10,75000,1,11
2021,202101,233730,2021000359115,9828.0,2021002337301,80508,1,2,9516.0,2,1,1,36,1,1,100,0,0,10,101,1,10,110000,2,20
2021,202101,233886,2021000367793,38844.0,2021002338861,30008,1,2,33228.0,0,0,2,53,1,1,100,0,0,6,65,1,10,40000,1,11
2021,202101,234042,2021000376497,3432.0,2021002340421,90008,1,1,3588.0,3,1,1,39,1,1,100,0,0,11,114,1,10,71000,1,11
2021,202101,234042,2021000376497,3432.0,2021002340421,90008,1,2,4056.0,3,1,2,36,1,1,100,0,0,11,114,1,10,45000,1,11
2021,202101,234042,2021000376497,3432.0,2021002340421,90008,1,6,9204.0,0,0,1,33,6,1,100,0,0,6,65,1,10,25000,1,11
2021,202101,234198,2021000384405,9516.0,2021002341981,81508,1,1,9360.0,0,0,1,34,3,1,100,0,0,10,101,1,10,75000,1,11
2021,202101,234354,2021000393780,17784.0,2021002343541,80108,1,1,17784.0,2,1,1,41,1,1,100,0,0,11,115,1,10,100000,1,11
2021,202101,234354,2021000393780,17784.0,2021002343541,80108,1,2,15444.0,2,1,2,41,1,1,100,0,0,11,115,1,10,40000,1,11
2021,202101,234510,2021000402526,9204.0,2021002345101,82408,1,2,9672.0,3,0,1,47,1,1,100,0,0,7,71,1,10,220000,1,11
2021,202101,234510,2021000402526,9204.0,2021002345101,82408,1,3,14196.0,0,0,2,20,6,1,100,0,0,7,71,1,10,7000,1,11
2021,202101,234666,2021000412322,10764.0,2021002346661,30008,1,2,5616.0,0,0,1,61,1,8,802,0,0,7,71,1,10,36000,1,11
2021,202101,234822,2021000423240,3744.0,2021002348221,82308,1,2,2652.0,3,0,1,41,1,8,802,0,0,10,101,1,10,0,1,11
2021,202101,234978,2021000432916,12324.0,2021002349781,81108,1,1,12324.0,0,0,1,23,6,1,100,0,0,6,65,1,10,35000,1,11
2021,202101,234978,2021000432916,12324.0,2021002349781,81108,1,2,16848.0,0,0,2,24,6,1,100,0,0,10,101,1,10,0,1,11
2021,202101,235446,2021000460072,19656.0,2021002354461,10208,1,2,16692.0,0,0,1,31,6,1,100,0,0,7,71,1,10,61000,1,11
2021,202101,235602,2021000468659,9204.0,2021002356021,81208,1,1,9204.0,1,0,1,47,4,3,361,4,498,8,81,1,10,48000,1,11
2021,202101,235602,2021000468659,9204.0,2021002356021,81208,1,2,8112.0,1,0,2,46,3,1,100,0,0,6,65,1,10,33300,1,11
2021,202101,235758,2021000477976,13416.0,2021002357581,410508,1,1,13416.0,0,0,1,31,1,8,826,1,100,6,63,1,14,12500,1,12
2021,202101,235758,2021000477976,13416.0,2021002357581,410508,1,2,13572.0,0,0,2,23,1,6,661,0,0,6,63,1,10,28800,1,11
2021,202101,235914,2021000488598,13884.0,2021002359141,100108,1,1,13884.0,0,0,1,25,6,8,826,0,0,10,101,1,10,30000,1,11
2021,202101,235914,2021000488598,13884.0,2021002359141,100108,1,2,19656.0,0,0,1,32,6,8,826,1,100,10,101,1,10,36000,1,11
2021,202101,236070,2021000496945,20280.0,2021002360701,81508,1,1,20280.0,1,1,1,51,1,7,700,4,498,11,114,1,10,131000,1,11
2021,202101,236070,2021000496945,20280.0,2021002360701,81508,1,2,12948.0,1,1,2,47,1,1,100,0,0,10,101,1,10,98000,1,11
2021,202101,236226,2021000505857,9048.0,2021002362261,20008,1,1,9048.0,0,0,2,46,1,1,100,0,0,6,65,1,10,32000,1,11
2021,202101,236382,2021000513886,12480.0,2021002363821,410508,1,1,12480.0,1,1,1,51,1,1,100,0,0,10,101,1,10,108000,1,11
2021,202101,236538,2021000523021,6396.0,2021002365381,80408,1,1,6396.0,2,0,2,52,4,8,801,0,0,10,101,1,10,115000,1,11
2021,202101,236850,2021000539388,4680.0,2021002368501,100108,1,1,4680.0,0,0,1,21,6,1,100,0,0,6,63,1,10,22000,1,11
2021,202101,236850,2021000539388,4680.0,2021002368501,100108,1,2,5772.0,0,0,1,21,6,1,100,0,0,6,63,1,10,22000,1,11
2021,202101,237162,2021000556472,9048.0,2021002371621,10308,1,1,8892.0,1,0,1,55,1,1,100,0,0,10,101,1,10,126000,1,11
2021,202101,237162,2021000556472,9048.0,2021002371621,10308,1,2,8736.0,1,0,2,53,1,1,100,0,0,10,101,1,10,80000,1,11
2021,202101,237318,2021000565140,9984.0,2021002373181,80308,1,2,14976.0,1,1,2,28,1,1,100,0,0,10,101,1,10,39300,1,11
2021,202101,237630,2021000584791,7332.0,2021002376301,80408,1,1,7332.0,0,0,2,61,4,1,100,0,0,6,63,1,10,72000,1,11
2021,202101,237786,2021000594198,9204.0,2021002377861,81708,1,1,9048.0,1,1,1,35,6,1,100,0,0,10,101,1,10,100000,1,11
2021,202101,237786,2021000594198,9204.0,2021002377861,81708,1,2,9204.0,1,1,2,35,4,1,100,0,0,10,101,1,10,100000,1,11
2021,202101,238098,2021000615322,2496.0,2021002380981,10008,1,1,2652.0,0,0,1,56,1,8,826,0,0,11,114,1,10,120000,1,11
2021,202101,238098,2021000615322,2496.0,2021002380981,10008,1,2,1560.0,0,0,2,61,1,8,826,0,0,6,65,1,10,53000,1,11
2021,202101,238254,2021000624888,8268.0,2021002382541,30008,1,1,8112.0,0,0,1,61,1,1,100,0,0,7,71,1,10,45000,1,11
2021,202101,238410,2021000634262,8424.0,2021002384101,82108,1,1,8424.0,1,0,1,49,1,1,100,0,0,11,114,1,10,100000,1,11
2021,202101,238410,2021000634262,8424.0,2021002384101,82108,1,2,7644.0,1,0,2,51,1,1,100,0,0,10,101,1,10,58000,1,11
2021,202101,238566,2021000644568,10608.0,2021002385661,100208,1,1,10452.0,0,0,1,55,1,1,100,0,0,2,26,1,10,58000,1,11
2021,202101,238566,2021000644568,10608.0,2021002385661,100208,1,2,9048.0,0,0,2,41,1,6,663,0,0,10,101,1,10,10000,1,11
2021,202101,238722,2021000653238,4524.0,2021002387221,10008,1,1,4524.0,2,0,2,61,1,1,100,0,0,10,101,1,12,53000,1,11
2021,202101,238722,2021000653238,4524.0,2021002387221,10008,1,3,4368.0,0,0,2,27,6,1,100,0,0,6,64,1,10,53000,1,11
2021,202101,238878,2021000661234,14976.0,2021002388781,81508,1,1,15132.0,1,0,2,50,1,1,100,0,0,6,63,1,10,69000,1,11
2021,202101,238878,2021000661234,14976.0,2021002388781,81508,1,2,14820.0,1,0,1,56,1,1,100,0,0,6,65,1,10,47000,1,11
2021,202101,239034,2021000669713,16224.0,2021002390341,80408,1,1,16068.0,2,2,2,32,1,1,100,4,414,11,114,1,10,71000,1,11
2021,202101,239034,2021000669713,16224.0,2021002390341,80408,1,2,16536.0,2,2,1,35,1,1,100,0,0,8,81,1,10,68000,1,11
2021,202101,239502,2021000697764,14508.0,2021002395021,80908,1,1,14508.0,0,0,2,31,6,6,620,0,0,8,81,1,10,24700,1,11
2021,202101,239502,2021000697764,14508.0,2021002395021,80908,1,2,19968.0,0,0,2,24,6,2,200,0,0,10,101,1,10,0,1,11
2021,202101,239658,2021000707657,16380.0,2021002396581,82108,1,1,16380.0,0,0,2,40,1,1,100,0,0,6,63,1,10,62000,1,11
2021,202101,239658,2021000707657,16380.0,2021002396581,82108,1,2,17160.0,0,0,1,40,1,1,100,0,0,6,61,1,10,56000,1,11
2021,202101,239814,2021000717829,9672.0,2021002398141,81008,1,1,9672.0,3,0,1,60,1,8,826,1,100,2,26,1,10,35000,1,11
2021,202101,239814,2021000717829,9672.0,2021002398141,81008,1,2,6864.0,3,0,2,52,1,8,826,1,100,2,26,1,10,20000,1,11
