COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
600337156,ASBESTOS WORK ORDER,1850 N CLARK ST,1850,,N,CLARK,ST,379542,09/14/2017,CONDO BLDG UNIT 2109 THERE WAS EXTENSIVE DUST RELEASED INTO THEIR UNIT THROUGH THE RENOVATIONS ALSO CONCERNED ABOUT ASBESTOS.,"[INSPECTION LOG #: 3993725 22-SEP-17 12:30:00] ON SEPTEMBER 22, 2017 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER RESPONDED TO A COMPLAINT CONCERNING ALLEGED ASBESTOS CONTAINING MATERIALS (ACM) BEING DISTURBED IN A RENTED CONDOMINIUM UNIT. THE COMPLAINANT STATED THAT SHE WAS PREGNANT AND WHEN EXPOSED TO THE DUST FROM DRYWALL CUTTING TO REPLACE COPPER PIPES, SHE SUFFERED A SEIZURE-LIKE EVENT AND FELTTHE SEIZUREMAY HAVE BEEN DUE TO BEING EXPOSURE TO ASBESTOS. THE REPORTING INSPECTOR MET WITH HEMINGWAY HOUSE BUILDING ENGINEERS AND PROPERTY MANAGER JAMES WIPPLE, CMCA, TO TOUR THE BUILDING. WIPPLE STATED THAT PLUMBING UPGRADES ARE GOING ON THROUGHOUT THE BUILDING, BUT NONE OF THE ASBESTOS WITHIN THE BUILDING IS IN THE AREAS OF UPGRADES. ANY ASBESTOS IN THOSE AREAS WOULD HAVE BEEN REMEDIATED YEARS EARLIER OTHER THAN SMALL ELBOW AREAS, WHICH ALSO WERE ABATED PREVIOUSLY.  WIPPLE STATED THAT HE HAS MET WITH THE COMPLAINANT AND THERE IS NO ASBESTOS WITHIN HER UNIT OR ANY INDIVIDUAL CONDOMINIUM UNIT. THE ONLY ASBESTOS REMAINING IN THE BUILDING IS IN THE ATTIC ANDBASEMENT AN IS A PART OF THE ASBESTOS PLAN FOR THE BUILDING.  THE REPORTING INSPECTOR TOURED VACANT UNITS AND OBSERVED THE REPAIRS. NO ASBESTOS WAS LOCATED. THISCOMPLAINT INSPECTION IS CLOSED.",DEPT. OF PUBLIC HEALTH,09/22/2017,41.91625107672272,-87.63490636466977,POINT (-87.63490636466977 41.91625107672272),16,68,21190,271,34
600245569,AIR POLLUTION WORK ORDER,4531 N ARTESIAN AVE,4531,,N,ARTESIAN,AVE,60565,04/04/2017,VERY STRONG PETROLEUM IN THE AIR.,[INSPECTION LOG #: 2693101 04-APR-17 10:30:00] THIS WAS A COMPLAINT ABOUT PETROLEUM ODORS INSIDE OF A RESIDENCE. WHEN I ARRIVED I TRIED TO CONTACT SOMEONE AT THE ADDRESS AND WAS UNABLE TO MAKE ANY CONTACT. I THEN TOOK MY METER AND TOOK MEASUREMENTS IN THE SEWER JUST OUTSIDE OF THE RESIDENCE AND MY METER RETURNED THE VALUES OF 2PPM VOCS AND 0% LEL. I THEN CONTACTED THE ALDERMAN'S OFFICE OF MY FINDINGS.,DEPT. OF PUBLIC HEALTH,04/04/2017,41.96407696333672,-87.68984105478907,POINT (-87.68984105478907 41.96407696333672),20,6,21849,621,18
600331667,AIR POLLUTION WORK ORDER,5107 S LECLAIRE AVE,5107,,S,LECLAIRE,AVE,11461,09/06/2017,VERY STRONG ODORS COMING FROM ALLEY.,"[INSPECTION LOG #: 3854670 06-SEP-17 11:30:00] I WAS ASSIGNED THIS COMPLAINT TO INVESTIGATE A CONCERN OF A STRONG ODOR AROUND THIS RESIDENTIAL ADDRESS. AT THE TIME OF THE INSPECTION, I WALKED THE BLOCKS AND ALLEYS SURROUNDING THE LOCATION. AT THIS DAY THE WINDS WERE NORTH NORTHWEST AT 12- 15 MPH AND THE TEMPERATURE WAS 57 DEGREES WITH PARTLY CLOUDY SKIES. THERE WAS NO STRONG SMELL IN THE AREAS AREA THE PROPERTY. THERE HAD BEEN A CDOT PROJECT AT THE SOUTH CORNER WHERE THE SEWER WERE BEING REPLACED. THIS IS ALSO IN THE FLIGHT PATTERNS OF MIDWAY AIRPORT (LESS THAN 1/2 MILE NORTH). THERE WAS NO ANSWER AT THE RESIDENCE AND THERE WAS NO GARBAGE IN THE TRASH IN THE ALLEY TO THE EAST. NO FURTHER INVESTIGATION WILL BE NEEDED FOR THIS COMPLAINT.",DEPT. OF PUBLIC HEALTH,09/06/2017,41.7999644982575,-87.75013755195465,POINT (-87.75013755195465 41.7999644982575),7,53,22268,173,8
600364428,AIR POLLUTION WORK ORDER,1909 N CLIFTON AVE,1909,,N,CLIFTON,AVE,13776,10/30/2017,FACILITY CAUSING DUST ALL OVER THE AREA ALSO PULVERIZE SCRAP METAL RECYCLING WORKING ON SUNDAY AND THEIR ARE NOT PERMIT.,"[INSPECTION LOG #: 4326086 30-OCT-17 12:45:00] I RESPONDED TO A COMPLAINT OF THIS SCRAP FACILITY ?CAUSING DUST ALL OVER THE AREA ALSO PULVERIZE SCRAP METAL RECYCLING WORKING ON SUNDAY?. THEY DO NOT ?PULVERIZE? SCRAP BUT SHRED IT WITHIN THE SHREDDER AND WORKING ON SUNDAY IS ALLOWED WITHIN THE CONDITIONS OF THEIR PERMIT. 

I MET JIM KALLAS (OR JK, ENVIRONMENTAL MANAGER) TO INVESTIGATE THE DUST ASPECT. I CHECKED THE MAIN DUMP AREA WHICH IS ALSO WHERE MATERIALS ARE FED INTO THE SHREDDER. WATER MISTERS WERE IN USE, ACTIVELY SPRAYING THE PILED MATERIALS. DUST EMISSIONS WERE NOT NOTED AS I APPROACHED OR UPON ARRIVAL. I DID NOTE INCOMING TRUCKS DEPOSITING CD DEBRIS (REBAR) AND AS THEY DID DUST AROSE FROM THE DRY METAL. THE CODE REQUIRES THAT CD DEBRIS BE WET PRIOR TO TRANSPORTING TRUCKLOADS OFFSITE BUT TRUCKS FROM 2 DIFFERENT COMPANIES DEPOSITED DRY CD DEBRIS ?THIS IS NOT CAUSED BY GENERAL IRON. THE DUST WAS NOT CARRIED OFFSITE BY THE WIND.

PHOTO A) DUST FROM CD DEBRIS LOAD

JK NOTED THE ISSUE AND COMMITTED THAT THEY WOULD SPRAY MORE WATER ON INCOMING LOADS DURING THE UNLOAD PROCESS IN CASE TRUCKS ARRIVED WITH DRY/DUSTY DEBRIS.

I CALLED THE COMPLAINANT TWICE AND LEFT A MESSAGE ON THE FIRST DAY BUT GOT NO ANSWER TO A FOLLOW-UP CALL ON 11/02.",DEPT. OF PUBLIC HEALTH,11/02/2017,41.915350584255755,-87.65856156811617,POINT (-87.65856156811617 41.915350584255755),16,68,21190,168,11
600359714,AIR POLLUTION WORK ORDER,1200 S MICHIGAN AVE,1200,,S,MICHIGAN,AVE,12770,10/20/2017,VERY STRONG PETROLEUM ODORS IN THE AIR.,"[INSPECTION LOG #: 4221411 20-OCT-17 12:30:00] WENT TO NEAREST GAS STATION AT 1221 S. WABASH WHICH IS 1 BLOCK SOUTH OF COMPLAINT. MET WITH MANAGER OUMOU DIA AND TOOK READINGS FROM VEEDER ROOT. FOUND NO WATER IN TANKS AND AN ALARM ON DIESEL STP SUMP. OPENED ALL THE DISPENSERS AND FOUND NO LIQUID, OPENED GROUND WATER WELLS AND FOUND NO ODORS OR PRODUCT, OPENED ALL SUMPS AND FOUND WATER IN DIESEL SUMP, OPENED ALL OF THE SPILL BUCKETS AND FOUND WATER IN FILL AND VAPOR RECOVERY SPILL BUCKETS. FOUND NO ODORS AROUND VENTS OR TANKS PAD. DID OBSERVE GASOLINE ODORS AROUND DISPENSER 11/12 AND 13/14. THERE WAS A SMALL STAIN ON PAD IN FRONT OF DISPENSER 11/12 (APPROXIMATELY 18' X 30') THAT WAS DRY BUT GASOLINE ODORS. ISSUED NOV FOR SPILL BUCKETS AND SUMP CLEAN UP/REPAIR. REQUESTED POWER WASHING AND RECOVERY OF WASTE WATER PER CHICAGO ORDINANCE. CALLED ALDERMAN'S OFFICE AND SPOKE WITH BRIAN WHO SAID HE WAS NOT AWARE OF COMPLAINT BUT WOULD SPEAK WITH ALDERMAN WHO IS AT BUDGET HEARINGS AND RETURN A CALL IF ANY ADDITIONAL INFORMATION WAS AVAILABLE.",DEPT. OF PUBLIC HEALTH,10/20/2017,41.86737777298802,-87.62428301569275,POINT (-87.62428301569275 41.86737777298802),35,34,14913,374,9
600256306,AIR POLLUTION WORK ORDER,2523 N FRANCISCO AVE,2523,,N,FRANCISCO,AVE,3308,04/24/2017,WORKERS ARE SANDBLASTING NOT USING ANY PROTECTION/COVERING/WATER CAUSING DUST ALL OVER THE AREA.,"[INSPECTION LOG #: 2885010 24-APR-17 14:40:00] ON APRIL 24, 2017 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) INSPECTOR FELIPE GARCIA (I) RESPONDED TO A 311 CONSTRUCTION/DUST COMPLAINT AT 2523 N. FRANCISCO AVE. UPON ARRIVING AT THE PROPERTY, I OBSERVED CONVERSION/RENOVATION OF AN EXISTING RESIDENTIAL BUILDING. I OBSERVED NO DUST PARTICULATES AT THE TIME OF THE INSPECTION BUT DID OBSERVE DUST ALL OVER THE SURROUNDING GROUND. I ALSO OBSERVED THAT THEY HAD NO SIX FOOT CHAIN LINK FENCE IN THE BACK OF THE PROPERTY OR ANY FABRIC SCREEN MESHING. I OBSERVED A PORT-A-POTTY IN THE BACK AND A NEW CONCRETE FOUNDATION IN THE BACK BASEMENT ENTRANCE AREA. THE FENCE IN THE BACK YARD OF THE PROPERTY HAD A THREE OR FOUR FOOT FENCE, WITH NO FABRIC SCREEN MESHING. I THEN OBSERVED DEPARTMENT OF BUILDINGS PERMIT #100686232, LISTING ALCO CONSTRUCTION, INC. OF 3608 N. MILWAUKEE AVE. CHICAGO IL 60641, AS THE GENERAL CONTRACTOR. I SPOKE TO A COUPLE OF WORKERS, WHICH WERE THE WINDOW CONTRACTORS, AND THEY TOLD ME THAT NO ONE FROM THE GENERAL CONTRACTOR WAS PRESENT. I THEN ISSUED ALCO CONSTRUCTION NOV CITATION NUMBER E00003520 17 FOR CONSTRUCTION SITE CLEANLINESS/NO SIX FOOT CHAIN LINK FENCE (13-32-125[2][B]) AND FOR CONSTRUCTION SITE CLEANLINESS/NO FABRIC SCREEN MESHING (13-32-125[2][C]). THE HEARING DATE FOR THE CITATION WILL BE ON AUGUST 24,2017 AT 1:00 P.M. AT 400 W. SUPERIOR ST. NOTE: I SERVED THE CITATION VIA FIRST CLASS MAIL.",DEPT. OF PUBLIC HEALTH,07/26/2017,41.92729221491758,-87.69978481740907,POINT (-87.69978481740907 41.92729221491758),1,23,22535,548,41
600287096,AIR POLLUTION WORK ORDER,1120 W MONTANA ST,1120,,W,MONTANA,ST,12770,06/19/2017,SMELL GAS IN THE STREET POSSIBLE PETROLEUM.,"[INSPECTION LOG #: 3234761  ] WENT TO NEAREST GASOLINE STATION AT 1106 W FULLERTON AND FOUND NO ISSUES. WATER MAINS ON SEMINARY NEXT TO STATION WERE BEING REPLACED AND I SPOKE WITH NPL WHO IS DOING WORK AND THERE WAS A LEAKING GAS LINE ON SEMINARY THAT WAS FOUND AND FIXED ON FRIDAY JUNE 16, 2017.

WENT TO COMPLAINT SITE AND NOTICED NATURAL GAS ODORS IN FRONT OF PROPERTY. SPOKE WITH DOMINICK THE SUPERVISOR FOR WATER MAIN REPLACEMENT ON W.MONTANA. HE SAID THE KNEW ABOUT GAS ODORS AND CALLED PEOPLE'S GAS WHO CAME AND TESTED AND COULD NOT ISOLATE THE PROBLEM.

CALLED ALDERMAN MICHELLE SMITH'S OFFICE AND SPOKE WITH SHEILA WHO WAS RESPONSIBLE FOR COMPLAINT AT THE OFFICE. I EXPLAINED THE SITUATION AND SHE WILL CONTACT GOVERNMENT AFFAIRS AND GET THE LIAISON TO GET PEOPL'S GAS OUT AND CORRECT THE ISSUE.",DEPT. OF PUBLIC HEALTH,06/19/2017,41.92639511655718,-87.65694005937989,POINT (-87.65694005937989 41.92639511655718),16,68,21190,795,34
600335080,AIR POLLUTION WORK ORDER,10229 S HOXIE AVE,10229,,S,HOXIE,AVE,16295,09/12/2017,SMELLS LIKE SOMETHING DEAD IN THE AREA. ROTTEN EGG SMELL,"[INSPECTION LOG #: 3923688 12-SEP-17 13:42:00] I RESPONDED TO A COMPLAINT CONCERNING A STRONG ROTTEN EGG LIKE ODORS AT 10229 S HOXIE AVE. UPON ARRIVAL AT THE SUBJECT SITE, ALMOST IMMEDIATELY I OPENED THE CAR DOOR, IT HAPPENED LIKE MY NOSE WAS IMMERSED INTO A POT OF DECAYED ANIMAL ODORS.

I HURRIEDLY WENT BACK INTO THE CAR, AND THEN AS I LOOKED AROUND I SAW 2 MAIN STREET SEWERS IN FRONT OF COMPLAINT SITE, WHICH WAS THE EXACT SPOT MY NOISE WAS FILLED UP WITH ODORS. 

THE EXPERIENCE I HAD WHEN THE CAR DOOR WAS OPENED WAS MY BEST PROOF TO CONCLUDE THAT THE ODORS WERE TRAVELLING UNDERGROUND FROM WHEREVER THE SOURCE MIGHT BE VIA THE SEWER LINES AND HEADED FOR A RELEASE ANYWHERE THERE IS AN OPENING.

I INTERVIEWED QUITE A FEW PEOPLE AS I CIRCLE AROUND THE AREA AND THEY ALL SAID THE ODORS HAVE BEEN A BIG PROBLEM FOR SO LONG IN THE AREA. 

I WILL REFER IT TO STREET AND SANITATION IF THE SEWER LINES CAN BE FLUSHED OUT TO DIMINISH THE ODORS. 

I CALLED THE COMPLAINANT TO NOTIFY HER OF THE INSPECTION RESULT BUT THE NUMBER WAS REPORTED AS BEING DISCONNECTED.",DEPT. OF PUBLIC HEALTH,09/14/2017,41.70907867876984,-87.56075139887803,POINT (-87.56075139887803 41.70907867876984),25,48,21202,527,37
600294724,AIR POLLUTION WORK ORDER,3614 S SEELEY AVE,3614,,S,SEELEY,AVE,13776,07/03/2017,CALLER SAYS THAT NEIGHBOR ALWAYS BBQ AND THE SMOKE IS GOING INTO HER HOUS AND SHE FEEL DIZZY. (OPEN BURNING),"[INSPECTION LOG #: 3341920 03-JUL-17 11:00:00] COMPLAINT RESPONSE DUE TO SMOKE CAUSED BY BBQING. 

I FOUND THIS TO BE A SINGLE-FAMILY HOUSE IN A RESIDENTIAL AREA. THERE WAS NO BBQING BEING DONE. THE HOME IS THE NORMAL DISTANCE FROM THE HOUSE ON EITHER SIDE, FOR THIS AREA. THERE IS NO REASON TO BELIEVE THAT SMOKE FROM THIS ACTIVITY WOULD IMPACT THE ABILITY TO BREATHE OF ANYONE IN NEIGHBORING HOUSES. 

PHOTO A) VIEW FROM THE ALLEY AT THE PROVIDED ADDRESS 

NOTHING FURTHER.",DEPT. OF PUBLIC HEALTH,01/18/2018,41.82806367742034,-87.67658639512833,POINT (-87.67658639512833 41.82806367742034),37,56,14924,719,1
600243380,AIR POLLUTION WORK ORDER,3610 S ALBANY AVE,3610,,S,ALBANY,AVE,,03/30/2017,THERE ARE TRUCKS IDLING ALONG 36TH STREET AND ALBANY CAUSING STRONG FUMES.,[INSPECTION LOG #:   ],DEPT. OF PUBLIC HEALTH,03/30/2017,41.82773301219774,-87.70224200809237,POINT (-87.70224200809237 41.82773301219774),56,55,22248,639,1
600294718,AIR POLLUTION WORK ORDER,702 N HOMAN AVE,702,,N,HOMAN,AVE,378027,07/03/2017,CALLER STATES THAT THERE ARE PEOPLE AND VEHICLES IN THE ALLEY BURNING YARD WASTE IN A GARBAGE CART CAUSING FUMES AND SMOKE.,"[INSPECTION LOG #: 3361113 03-JUL-17 12:45:00] ON JULY 3, 2017, CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) INSPECTORS MICHAEL TODD AND JOHN SINGLER CONDUCTED AN OPEN BURNING INSPECTION AT 702 N. HOMAN AVE. THE INSPECTION WAS CONDUCTED DUE TO AN ANONYMOUS 311 COMPLAINT OF SMOKE ENTERING INTO NEARBY RESIDENCES FROM A DRUM FIRE LOCATED ON THE PROPERTY OF 702 N. HOMAN. ON ARRIVAL TO THE PROPERTY THE INSPECTORS OBSERVED A 55 GALLON DRUM WITH DEBRIS AND WOOD BEING BURNED INSIDE ON THE WEST SIDE OF THE PROPERTY IN THE BACK YARD. THE INSPECTORS ALSO OBSERVED WORKERS ON THE TOP FLOOR OF THE MULTI-UNIT CONDO BUILDING PERFORMING RENOVATION AND CONSTRUCTION ACTIVITIES. THE INSPECTORS IDENTIFIED THEMSELVES AS CDPH INSPECTORS AND TRIED TO MAKE CONTACT WITH THE WORKERS TO DISCUSS THE DRUM FIRE IN THE BACK YARD. CONTACT WITH THE WORKERS AND ENTRY IN TO THE BACK YARD WAS UNABLE TO TAKE PLACE DUE TO THE INSPECTORS BEING CHASED OFF THE PROPERTY BY A GUARD DOG. THE CHICAGO POLICE DEPARTMENT WAS CALLED TO ASSIST THE INSPECTORS GAIN ENTRY ONTO THE PROPERTY. CONTACT WAS ALSO MADE TO THE BUILDING OWNER MRS. SILVIA AGUILAR THAT WAS LISTED ON THE POSTED CHICAGO DEPARTMENT OF BUILDINGS REPAIR/REPLACEMENT PERMIT #576624. THE CHICAGO FIRE DEPARTMENT (CFD) WAS CALLED TO THE PROPERTY TO EXTINGUISH THE DRUM FIRE. ENTRY TO THE WEST SIDE BACK YARD WAS UNABLE TO TAKE PLACE WHEN CFD ENGINE 44 ARRIVED DUE TO THE GUARD DOG, SO ENGINE 44 USED THE WATER CANNON ON THEIR RIG TO EXTINGUISH THE FIRE. A TICKET WAS HANDED TO AND SIGNED BY THE OWNER OF THE MULTI-UNIT CONDO BUILDING LOCATED AT 702 N. HOMAN AVE. MRS. SILVIA AGUILAR FOR CITATIONE00003223315, REFUGE BURNING (11-4-780). THE CITATION WAS ISSUED TO MRS. SILVIA AGUILAR IN PERSON WITH A HEARING DATE OF AUGUST 24, 2017 AT 1:00PM LOCATED AT 400 W. SUPERIOR AVE.CHICAGO, IL - ROOM 112.",DEPT. OF PUBLIC HEALTH,07/06/2017,41.89382172580777,-87.71153391686065,POINT (-87.71153391686065 41.89382172580777),30,24,21572,584,46
600220040,AIR POLLUTION WORK ORDER,700 W FULLERTON PKWY,700,,W,FULLERTON,PKWY,3308,02/08/2017,HUGE PORTION UNCOVERED AND DUST COMING INTO CALLERS HOUSE MAKING HER SICK WORKING ARE DIGGING 20 FT FROM HER GARAGE.,"[INSPECTION LOG #: 2373221 08-FEB-17 11:55:00] ON FEBRUARY 8, 2017 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) INSPECTOR FELIPE GARCIA (I) RESPONDED TO A 311 DUST FROM DEMOLITION COMPLAINT AT 700 W. FULLERTON PKWY. UPON ARRIVING AT THE ADDRESS, I OBSERVED A CURRENT DEMOLITION SITE. I OBSERVED THE REQUIRED FENCE AND FABRIC SCREEN MESHING ALL AROUND THE SITE. I OBSERVED NO TRACK-OUT OR DEBRIS ON THE PUBLIC WAY AT THE TIME OF INSPECTION. I OBSERVED TWO WATER HOSES BEING UTILIZED FOR THE DEMOTION WORK. I SPOKE TO HUGO CAZAREZOF AMERICAN DEMOLITION CORPORATION (OF 305 RAMONA AVE. ELGIN, IL 60120 (847) 608-0010)), THE DEMOLITION CONTRACTOR UNDER DEPARTMENT OF BUILDINGS PERMIT #100670559, ABOUT THE DUST COMPLAINT. HE TOLD ME THAT THEY ARE USING TWO WATER HOSES AND EVERYTHING THEY CAN TO MINIMIZE DUST. I ISSUED NO CITATIONS AND LEFT.",DEPT. OF PUBLIC HEALTH,02/09/2017,41.92560231625335,-87.64638176855871,POINT (-87.64638176855871 41.92560231625335),16,68,21190,794,34
600384927,ASBESTOS WORK ORDER,8106 S ESSEX AVE,8106,,S,ESSEX,AVE,11461,12/11/2017,CONCERN ABOUT ASBESTOS IN HALLWAY.,[INSPECTION LOG #: 4595799 11-DEC-17 10:15:00] I WAS ASSIGNED TO INVESTIGATE A CONCERN ABOUT ASBESTOS IN THE HALLWAY OF THIS ADDRESS. AT THE TIME OF THE INSPECTION THE BUILDING WAS A COURTYARD 3 STORY BRICK BUILDING. THE ADDRESS IS PART OF THE CENTER OF THE BUILDING ADDRESSES. THE WING ON THE SIDE AND PART OF THE CENTER SECTION HAD SEVER FIRE DAMAGE. THE DOORS WERE BOARDED UP AND THERE WAS ACCESS TO THE PROPERTY SAFELY. I LOOKED THROUGH THE WINDOWS TO VIEW THE HALLWAY AND IT APPEARED THAT THEY WERE IN GOOD CONDITION. THERE WAS NO CONTACT INFORMATION GIVEN TO GAIN FURTHER ACCESS TO THE AREA IN QUESTION. NO FURTHER INSPECTION IS NEEDED AT THIS PROPERTY. CLOSED COMPLAINT UN FOUNDED.,DEPT. OF PUBLIC HEALTH,12/11/2017,41.74786618556233,-87.56389145956723,POINT (-87.56389145956723 41.74786618556233),25,42,21202,478,37
600336899,ASBESTOS WORK ORDER,162 E ONTARIO ST,162,,E,ONTARIO,ST,379542,09/14/2017,I FOUND WHAT APPEARS TO BE ASBESTOS IN THE 5 AND 6 UNITS FLOORS 2 THROUGH 15 VERY BADLY DAMAGED.,"[INSPECTION LOG #: 3954770 14-SEP-17 12:00:00] ON SEPTEMBER 14, 2017 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER RESPONDED TO A REQUEST FOR INSPECTION FROM THE CITY OF CHICAGO DEPARTMENT OF BUILDINGS (DOB) AT 162 E. ONTARIO ST., CHICAGO, IL. DOB OBSERVED SUSPECT AREAS OF ASBESTOS REMOVAL WITHOUT PROPER CONTROLS. THE PROPERTY CONTAINS A 16 STORY FORMER RED ROOF INN HOTEL WHICH WAS CLOSED FOR RENOVATION. THE REPORTING INSPECTOR MET WITHROBERT C. VAGINERES, JR., AIA, STRUCTURED SOLUTIONS, INC. (SSI), 1206 W. 33RD PL., CHICAGO, IL. VAGINERES STATED THAT SSI WAS THE OWNER'S REPRESENTATIVE. JEFF MITCHELL, SUPERINTENDENT, NRC LLC, GENERAL CONTRACTORS, 37800 HILLS TEC DRIVE, FARMINGTON HILLS, MI STATED THAT HE WAS IN CHARGE OF WORK CREWS ON SITE. NRC WAS WORKING UNDER DOB PERMIT 100702220, DATED JULY 18, 2017 AND PERMIT 100688159, DATED MAY 25, 2017. THE PERMITS DID NOT INCLUDE ASBESTOS REMEDIATION. MITCHELL REFUSED TO RESPOND TO THE INSPECTORS QUESTIONS CONCERNING EXPOSED, SUSPECTASBESTOS CONTAINING MATERIALS (ACM) WITHIN THE BUILDING,STATING THAT THE BUILDING INSPECTORS WERE OUT TO GET HIM. MITCHELLLEFT THE PREMISES WITHOUT FURTHER DISCUSSION. THE REPORTING INSPECTOR VISITED THE 3RD AND 4TH FLOORS OF THE BUILDING, AND OPEN CHASES REVEALED BROKEN AND SHREDDED PIPE WRAP RESEMBLING SUSPECT ACM. BASED UPON THE OBSERVATION AND EXPERIENCE OF THE INSPECTOR, THE BUILDING WAS IMMEDIATELY SHUT DOWN TO FURTHER WORK, BECAUSE THE BUILDING'S REPRESENTATIVE DID NOT HAVE DOCUMENTATION SHOWING THAT THE SUSPECT MATERIAL WAS NOT ACM. SAMPLES FROM BOTH FLOORS CONFIRMED CHRYSOTILE ASBESTOS IN CONCENTRATIONS OF 35%-45%.FOLLOWING THE CONFIRMATION OF ACM, A MEETING WAS HELDAT THE SITE ON SEPTEMBER 19, 2017. ATTENDEES INCLUDEDVAGNIERES, CELTIC ENVIRONMENTAL ESTIMATORRUBEN LARA, EKKERT ENVIRONMENTAL SERVICES, INC. PRESIDENT JOHN EKKERT, AND MICHAEL TODD, CDPH ENVIRONMENTAL INVESTIGATOR.AN INSPECTION OF THREEFLOORS OF THE BUILDING REVEALED OPEN CHASES WITH DETERIORATED ACM PIPING ON THE 2ND, 3RD AND 15TH FLOORS OF THE HOTEL. THE 3RD FLOOR HAD A GONDOLA CART WITH IMPROPERLY REMOVED AIR CELL MATERIAL IN IT. BASED UPON THESE OBSERVATIONS THE INSPECTION WAS STOPPED FOR HEALTH AND SAFETY REASONS. THE MATERIAL IN THE GONDOLATESTED POSITIVE FOR CHRYSOTILE ASBESTOS. A PLAN IS BEING FORMULATED BY THE ASBESTOS PROFESSIONALS FOR AIR MONITORING AND TESTING. ALL OF THE WINDOWSWERE CLOSED AND/OR COVERED DURING THE SEPTEMBER 19TH REPORTING DATE BY CELTIC ENVIRONMENTAL. THE U.S. DEPARTMENT OF LABOR, OSHA, WAS CONTACTED AND THE ILLINOIS ENVIRONMENTAL PROTECTION AGENCY ASBESTOS MANAGER/LIAISON WAS ALSO CONTACTED. CITATION E00003247918, 11-4-2180(A) MAINTENANCE OF ACM IN FACILITY AND 11-4-2180(B), HAZARDOUSACM IN UNSECURED AREA; AND CITATION E00003248010, 7-28-060,CONDITIONS DETRIMENTAL TO HEALTH-PUBLIC NUISANCE WERE SERVED ON SSI AND SIGNED BY VAGNIERES. HEARING DATE NOVEMBER 16, 2017. THIS INSPECTION CONTINUES.",DEPT. OF PUBLIC HEALTH,10/05/2017,41.893469467646554,-87.62289419025899,POINT (-87.62289419025899 41.893469467646554),6,37,21182,158,36
600381178,AIR POLLUTION WORK ORDER,600 S CLARK ST,600,,S,CLARK,ST,8386,12/01/2017,CONSTRUCTION SITE IS CAUSING DUST ALL OVER THE AREA.,"[INSPECTION LOG #: 4538190 01-DEC-17 10:00:00] I CONDUCTED AN INVESTIGATION OF A COMPLAINT THAT CAME FROM THE OFFICE OF ALDERMAN SOPHIA KING ALLEGING THAT THERE WAS A DUSTNUISANCE FROM CONSTRUCTION WORK BEING DONE IN THE AREA. MY INSPECTION OF CLARK ST. FROM ROOSEVELT ROAD TO HARRISON ST. AND BEYOND REVEALED THAT A MAJOR STREET RESURFACING/RECONSTRUCTION PROJECT IS BEING DONE IN THE AREA THAT MAY HAVE CAUSED BLOWING DUST IN THE AREA. AT THE TIME OF MY INSPECTION I OBSERVED NO WORK OR WORKERS IN THE AREA, I OBSERVED NO OUTSIDE WORK BEING DONE ON BUILDINGS OR OTHER PUBLIC WAY STRUCTURES IN THE AREA AND OBSERVED NO BLOWING DUST. I TELEPHONED THE ALDERMAN'S OFFICE AND LEFT A MESSAGE FOR A RETURN PHONE CALL.",DEPT. OF PUBLIC HEALTH,12/01/2017,41.87446138354099,-87.63082044403447,POINT (-87.63082044403447 41.87446138354099),35,38,14913,12,10
600298203,ASBESTOS WORK ORDER,3040 N KEATING AVE,3040,,N,KEATING,AVE,379542,07/10/2017,"CSR: 17-04472333 ASBESTOS IN THE BASEMENT, CALL BEFORE COMING: 773 565 7464","[INSPECTION LOG #: 3423512 13-JUL-17 09:15:00] COMPLAINANT DID NOT RETURN MULTIPLE CALLS LEFT ON VOICE MAIL. THE COMPLAINT STATES ASBESTOS....WITHOUT FURTHER DETAIL. THE ADDRESS LISTED IS A MULTIPLE FAMILY DWELLING WHICH IS REGULATED, SHOULD THERE BE ASBESTOS. THE COMPLAINT DOES NOT ALLEGE IF ASBESTOS INSULATION IS IN POOR CONDITION. THE COMPLAINANTS VOICE MAIL STATES THAT THEY WERE 'HAVING TROUBLE SLEEPING' AND TO LEAVE A MESSAGE. AFTER MULTIPLE CALLS OVER THREE DAYS WITHOUT RETURN, THIS COMPLAINT IS BEING CLOSED WITHOUT FURTHER ACTION.",DEPT. OF PUBLIC HEALTH,07/13/2017,41.93641895972196,-87.74566632463096,POINT (-87.74566632463096 41.93641895972196),21,19,22618,460,17
